+---------------------+---------------------+----------------------------------------------------+-------+----------+------------+----------------------+--------------------------------------------+-----------------+---------------+
| parent organisation | organisasjonsnummer | navn                                               | land  | landkode | postnummer | poststed             | adresse                                    | kommune         | kommunenummer |
| 979961820           | 979961820           | MIFO HUSTADVIKA AS                                 | Norge | NO       | 6440       | ELNESVÅGEN           | Myrbostadvegen 72                          | HUSTADVIKA      | 1579          |
| 979961820           | 980005380           | MIFO HUSTADVIKA AS                                 | Norge | NO       | 6440       | ELNESVÅGEN           | Myrbostadvegen 72                          | HUSTADVIKA      | 1579          |
| 983093280           | 983093280           | HÅLOGALAND ELEKTRO AS                              | Norge | NO       | 9406       | HARSTAD              | Seljestadveien 53A                         | HARSTAD         | 5402          |
| 983093280           | 983103928           | HÅLOGALAND ELEKTRO AS                              | Norge | NO       | 9406       | HARSTAD              | Seljestadveien 53A                         | HARSTAD         | 5402          |
| 982678528           | 982678528           | ING BIRGER ÅDLANDSVIK AS                           | Norge | NO       | 5315       | HERDLA               | Mjølkevikvarden 12                         | ASKØY           | 4627          |
| 982678528           | 972068497           | ING BIRGER ÅDLANDSVIK AS                           | Norge | NO       | 5315       | HERDLA               | Mjølkevikvarden 12                         | ASKØY           | 4627          |
| 929878175           | 929878175           | INNTEL AS                                          | Norge | NO       | 2615       | LILLEHAMMER          | Tomtegata 4B                               | LILLEHAMMER     | 3405          |
| 929878175           | 929914678           | INNTEL AS                                          | Norge | NO       | 2615       | LILLEHAMMER          | Tomtegata 4B                               | LILLEHAMMER     | 3405          |
| 959954666           | 959954666           | INSTALLASJONSSERVICE AS                            | Norge | NO       | 2340       | LØTEN                | Dalstuvegen 9                              | LØTEN           | 3412          |
| 959954666           | 971930039           | INSTALLASJONSSERVICE AS                            | Norge | NO       | 2340       | LØTEN                | Dalstuvegen 9                              | LØTEN           | 3412          |
| 919811714           | 919811714           | INSTALLATØR PER ØVERLAND AS                        | Norge | NO       | 3946       | PORSGRUNN            | Engerbakken 14                             | PORSGRUNN       | 3806          |
| 919811714           | 971829087           | INSTALLATØR PER ØVERLAND AS                        | Norge | NO       | 3946       | PORSGRUNN            | Engerbakken 14                             | PORSGRUNN       | 3806          |
| 987252235           | 987252235           | INSTALLATØR R HANSEN AS                            | Norge | NO       | 9593       | BREIVIKBOTN          | Strandgata 20                              | HASVIK          | 5433          |
| 987252235           | 983374565           | INSTALLATØR R. HANSEN AS                           | Norge | NO       | 9593       | BREIVIKBOTN          | Strandgata 20                              | HASVIK          | 5433          |
| 912645177           | 912645177           | INSTALLATØREN FREDRIKSTAD AS                       | Norge | NO       | 1661       | ROLVSØY              | Dikeveien 36                               | FREDRIKSTAD     | 3004          |
| 912645177           | 880130862           | INSTALLATØREN FREDRIKSTAD AS                       | Norge | NO       | 1661       | ROLVSØY              | Dikeveien 36                               | FREDRIKSTAD     | 3004          |
| 985885443           | 985885443           | INSTALLATØREN OSLO AS                              | Norge | NO       | 1415       | OPPEGÅRD             | Skiveien 200                               | NORDRE FOLLO    | 3020          |
| 985885443           | 998764203           | INSTALLATØREN OSLO AS AVD OPPEGÅRD                 | Norge | NO       | 1415       | OPPEGÅRD             | Skiveien 200                               | NORDRE FOLLO    | 3020          |
| 985885443           | 914264987           | INSTALLATØREN OSLO AS AVD ROLVSØY                  | Norge | NO       | 1661       | ROLVSØY              | Dikeveien 36                               | FREDRIKSTAD     | 3004          |
| 985885443           | 985894590           | INSTALLATØREN OSLO AS AVD SLITU                    | Norge | NO       | 1859       | SLITU                | Wecyveien 6                                | INDRE ØSTFOLD   | 3014          |
| 859028012           | 859028012           | INTO ELEKTRO AS                                    | Norge | NO       | 5450       | SUNDE I SUNNHORDLAND | Sundsvegen 77                              | KVINNHERAD      | 4617          |
| 859028012           | 972145459           | INTO ELEKTRO AS                                    | Norge | NO       | 5450       | SUNDE I SUNNHORDLAND | Sundsvegen 77                              | KVINNHERAD      | 4617          |
| 998438241           | 998438241           | IP ELEKTRO HOLDING AS                              | Norge | NO       | 8646       | KORGEN               | Øvre Villmones 21                          | HEMNES          | 1832          |
| 998438241           | 987359625           | IP ELEKTRO HOLDING AS                              | Norge | NO       | 8646       | KORGEN               | Øvre Villmones 21                          | HEMNES          | 1832          |
| 971002700           | 971002700           | JOSVANGER ELEKTRO AS                               | Norge | NO       | 6869       | HAFSLO               | Galdetoppen 7                              | LUSTER          | 4644          |
| 971002700           | 973491024           | JOSVANGER ELEKTRO AS                               | Norge | NO       | 6869       | HAFSLO               | Galdetoppen 7                              | LUSTER          | 4644          |
| 913285948           | 913285948           | KE AUTOMASJON AS                                   | Norge | NO       | 4353       | KLEPP STASJON        | Bedriftsvegen 9                            | KLEPP           | 1120          |
| 913285948           | 913315774           | KE AUTOMASJON AS                                   | Norge | NO       | 4353       | KLEPP STASJON        | Bedriftsvegen 9                            | KLEPP           | 1120          |
| 966228024           | 966228024           | KJELL HANSEN ELEKTRO AS                            | Norge | NO       | 5179       | GODVIK               | Leirvikflaten 5                            | BERGEN          | 4601          |
| 966228024           | 871700672           | KJELL HANSEN ELEKTRO AS                            | Norge | NO       | 5179       | GODVIK               | Leirvikflaten 5                            | BERGEN          | 4601          |
| 932146568           | 932146568           | Kvassheim Elektro AS                               | Norge | NO       | 5067       | BERGEN               | Hagerups vei 99                            | BERGEN          | 4601          |
| 932146568           | 971724153           | KVASSHEIM ELEKTRO AS                               | Norge | NO       | 5067       | BERGEN               | Hagerups vei 99                            | BERGEN          | 4601          |
| 991449876           | 991449876           | LENDE ELEKTRO AS                                   | Norge | NO       | 4438       | SIRA                 | Lende                                      | FLEKKEFJORD     | 4207          |
| 991449876           | 985523452           | LENDE ELEKTRO AS                                   | Norge | NO       | 4438       | SIRA                 | Lende                                      | FLEKKEFJORD     | 4207          |
| 911948680           | 911948680           | LILLEHAMMER ELEKTRO AS                             | Norge | NO       | 2615       | LILLEHAMMER          | Tomtegata 6                                | LILLEHAMMER     | 3405          |
| 911948680           | 971728906           | LILLEHAMMER ELEKTRO AS                             | Norge | NO       | 2615       | LILLEHAMMER          | Tomtegata 6                                | LILLEHAMMER     | 3405          |
| 978632378           | 978632378           | LOS ELEKTRO AS                                     | Norge | NO       | 5430       | BREMNES              | Hollundsdalen 3                            | BØMLO           | 4613          |
| 978632378           | 999526322           | LOS ELEKTRO AS AVD BERGEN                          | Norge | NO       | 5353       | STRAUME              | Idrettsvegen 151                           | ØYGARDEN        | 4626          |
| 978632378           | 978633404           | LOS ELEKTRO AS AVD BREMNES                         | Norge | NO       | 5430       | BREMNES              | Hollundsdalen 3                            | BØMLO           | 4613          |
| 978632378           | 972237078           | LOS ELEKTRO AS AVD BØMLO                           | Norge | NO       | 5443       | BØMLO                |                                            | BØMLO           | 4613          |
| 976267036           | 976267036           | LOS ØLVE ELEKTRO AS                                | Norge | NO       | 5637       | ØLVE                 | Ingen Adresse                              | KVINNHERAD      | 4617          |
| 976267036           | 971943068           | LOS ØLVE ELEKTRO AS                                | Norge | NO       | 5637       | ØLVE                 |                                            | KVINNHERAD      | 4617          |
| 994734474           | 994734474           | LYSGLIMT ELEKTRO AS                                | Norge | NO       | 1412       | SOFIEMYR             | Sofiemyrveien 6                            | NORDRE FOLLO    | 3020          |
| 994734474           | 994741616           | LYSGLIMT ELEKTRO AS                                | Norge | NO       | 1412       | SOFIEMYR             | Sofiemyrveien 6                            | NORDRE FOLLO    | 3020          |
| 995971135           | 995971135           | LYSTEKNIKK ELEKTROENTREPRENØR AS                   | Norge | NO       | 0694       | OSLO                 | Olaf Helsets vei 8                         | OSLO            | 0301          |
| 995971135           | 972064130           | LYSTEKNIKK ELEKTROENTREPRENØR AS                   | Norge | NO       | 0694       | OSLO                 | Olaf Helsets vei 8                         | OSLO            | 0301          |
| 887515492           | 887515492           | LØVLIE AS                                          | Norge | NO       | 1482       | NITTEDAL             | Kruttverkveien 1                           | NITTEDAL        | 3031          |
| 887515492           | 971733225           | LØVLIE AS                                          | Norge | NO       | 1482       | NITTEDAL             | Kruttverkveien 1                           | NITTEDAL        | 3031          |
| 990341354           | 990341354           | MARTIN PRESTEGÅRD AS                               | Norge | NO       | 5257       | KOKSTAD              | Kokstadflaten 26                           | BERGEN          | 4601          |
| 990341354           | 971754001           | MARTIN PRESTEGÅRD AS                               | Norge | NO       | 5257       | KOKSTAD              | Kokstadflaten 26                           | BERGEN          | 4601          |
| 931334980           | 931334980           | Mathisen Drift AS                                  | Norge | NO       | 8800       | SANDNESSJØEN         | Havnegata 9A                               | ALSTAHAUG       | 1820          |
| 931334980           | 873081732           | MATHISEN DRIFT AS                                  | Norge | NO       | 8800       | SANDNESSJØEN         | Havnegata 9                                | ALSTAHAUG       | 1820          |
| 989762273           | 989762273           | MEMO ELEKTRO INSTALLASJON AS                       | Norge | NO       | 1461       | LØRENSKOG            | Solheimveien 36                            | LØRENSKOG       | 3029          |
| 989762273           | 989794086           | MEMO ELEKTRO INSTALLASJON AS                       | Norge | NO       | 1461       | LØRENSKOG            | Solheimveien 36                            | LØRENSKOG       | 3029          |
| 998191246           | 998191246           | MEMO ELSERVICE AS                                  | Norge | NO       | 1461       | LØRENSKOG            | Industriveien 12                           | LØRENSKOG       | 3029          |
| 998191246           | 998204747           | MEMO ELSERVICE AS                                  | Norge | NO       | 1461       | LØRENSKOG            | Industriveien 12                           | LØRENSKOG       | 3029          |
| 987027568           | 987027568           | MG ELEKTRO AS                                      | Norge | NO       | 4372       | EGERSUND             | Gamle Sokndalsveien 36                     | EIGERSUND       | 1101          |
| 987027568           | 987053046           | MG ELEKTRO AS                                      | Norge | NO       | 4372       | EGERSUND             | Gamle Sokndalsveien 36                     | EIGERSUND       | 1101          |
| 990727465           | 990727465           | MIDT ELEKTRO AS                                    | Norge | NO       | 7290       | STØREN               | Kirkvollveien 1                            | MIDTRE GAULDAL  | 5027          |
| 990727465           | 974752530           | MIDT ELEKTRO AS AVD STØREN                         | Norge | NO       | 7290       | STØREN               | Kirkvollveien 1                            | MIDTRE GAULDAL  | 5027          |
| 990727465           | 974752549           | MIDT ELEKTRO AS AVD ÅLEN                           | Norge | NO       | 7380       | ÅLEN                 |                                            | HOLTÅLEN        | 5026          |
| 851450912           | 851450912           | MIFO AS                                            | Norge | NO       | 6416       | MOLDE                | Verftsgata 8                               | MOLDE           | 1506          |
| 851450912           | 974093103           | MIFO AS                                            | Norge | NO       | 6416       | MOLDE                | Verftsgata 8                               | MOLDE           | 1506          |
| 960850661           | 960850661           | MILJØ ELEKTRO AS                                   | Norge | NO       | 4321       | SANDNES              | Dreierveien 25                             | SANDNES         | 1108          |
| 960850661           | 972256978           | MILJØ ELEKTRO AS                                   | Norge | NO       | 4321       | SANDNES              | Dreierveien 25                             | SANDNES         | 1108          |
| 917114986           | 917114986           | MOSKUS ELEKTRO AS                                  | Norge | NO       | 2665       | LESJA                | Rolstadvegen 18                            | LESJA           | 3432          |
| 917114986           | 917184100           | MOSKUS ELEKTRO AS                                  | Norge | NO       | 2665       | LESJA                | Rolstadvegen 18                            | LESJA           | 3432          |
| 994510789           | 994510789           | NAMDAL ELEKTRO AS                                  | Norge | NO       | 7820       | SPILLUM              | Holmenvegen 12                             | NAMSOS          | 5007          |
| 994510789           | 983749526           | NAMDAL ELEKTRO AS                                  | Norge | NO       | 7820       | SPILLUM              | Holmenvegen 12                             | NAMSOS          | 5007          |
| 979394179           | 979394179           | NEDIG AS                                           | Norge | NO       | 4848       | ARENDAL              | Skrubbedalsveien 1                         | ARENDAL         | 4203          |
| 979394179           | 979449941           | NEDIG AS                                           | Norge | NO       | 4848       | ARENDAL              | Skrubbedalsveien 1                         | ARENDAL         | 4203          |
| 931687336           | 931687336           | NILS KLOSTER AS                                    | Norge | NO       | 4480       | KVINESDAL            | Nesgata 19                                 | KVINESDAL       | 4227          |
| 931687336           | 973065726           | NILS KLOSTER AS AVD BUTIKK                         | Norge | NO       | 4480       | KVINESDAL            | Nesgata 19                                 | KVINESDAL       | 4227          |
| 931687336           | 973065718           | NILS KLOSTER AS AVD INSTALLASJON                   | Norge | NO       | 4480       | KVINESDAL            | Nesgata 19                                 | KVINESDAL       | 4227          |
| 956338948           | 956338948           | NILSEN ELEKTRO AS                                  | Norge | NO       | 3188       | HORTEN               | Grønligata 21A                             | HORTEN          | 3801          |
| 956338948           | 972189944           | NILSEN ELEKTRO AS                                  | Norge | NO       | 3188       | HORTEN               | Grønligata 21A                             | HORTEN          | 3801          |
| 993482676           | 993482676           | NOME ELEKTRO AS                                    | Norge | NO       | 3825       | LUNDE                | Hovedgata 3                                | NOME            | 3816          |
| 993482676           | 981268423           | NOME ELEKTRO AS                                    | Norge | NO       | 3825       | LUNDE                | Hovedgata 3                                | NOME            | 3816          |
| 996901939           | 996901939           | NORDVEST ELEKTRO DRIFT AS                          | Norge | NO       | 6105       | VOLDA                | Furene 40                                  | VOLDA           | 1577          |
| 996901939           | 996988643           | NORDVEST ELEKTRO DRIFT AS                          | Norge | NO       | 6105       | VOLDA                | Furene 40                                  | VOLDA           | 1577          |
| 990574855           | 990574855           | NOR-EL AS                                          | Norge | NO       | 9015       | TROMSØ               | Karlsøyvegen 16                            | TROMSØ          | 5401          |
| 990574855           | 983567711           | NOR-EL AS                                          | Norge | NO       | 9015       | TROMSØ               | Karlsøyvegen 16                            | TROMSØ          | 5401          |
| 977076153           | 977076153           | NORTEK ELEKTRO AS                                  | Norge | NO       | 7170       | ÅFJORD               | Åvegen 3                                   | ÅFJORD          | 5058          |
| 977076153           | 977081777           | NORTEK ELEKTRO AS                                  | Norge | NO       | 7170       | ÅFJORD               | Åvegen 3                                   | ÅFJORD          | 5058          |
| 979709269           | 979709269           | NORTELMO NORSK TELEMONTASJE AS                     | Norge | NO       | 3533       | TYRISTRAND           | Skjærdalen 2                               | RINGERIKE       | 3007          |
| 979709269           | 973032437           | NORTELMO NORSK TELEMONTASJE AS                     | Norge | NO       | 3533       | TYRISTRAND           | Skjærdalen 2                               | RINGERIKE       | 3007          |
| 992090006           | 992090006           | NTE ELEKTRO AS                                     | Norge | NO       | 7714       | STEINKJER            | Sjøfartsgata 3                             | STEINKJER       | 5006          |
| 992090006           | 974752875           | NTE ELEKTRO AS FROSTA INSTALLASJON                 | Norge | NO       | 7633       | FROSTA               | Mebygda                                    | FROSTA          | 5036          |
| 992090006           | 974752913           | NTE ELEKTRO AS INDERØY INSTALLASJON                | Norge | NO       | 7670       | INDERØY              | Lehnhaugvegen 3                            | INDERØY         | 5053          |
| 992090006           | 974752999           | NTE ELEKTRO AS LEKSVIK INSTALLASJON                | Norge | NO       | 7120       | LEKSVIK              | Hammerbergveien 2                          | INDRE FOSEN     | 5054          |
| 992090006           | 974752891           | NTE ELEKTRO AS LEVANGER INSTALLASJON               | Norge | NO       | 7604       | LEVANGER             | Okkenhaugvegen 5                           | LEVANGER        | 5037          |
| 992090006           | 874752932           | NTE ELEKTRO AS MALM INSTALLASJON                   | Norge | NO       | 7790       | MALM                 | Malmostrand 6                              | STEINKJER       | 5006          |
| 992090006           | 974031299           | NTE ELEKTRO AS NAMDALSEID INSTALLASJON             | Norge | NO       | 7750       | NAMDALSEID           |                                            | NAMSOS          | 5007          |
| 992090006           | 974752956           | NTE ELEKTRO AS NAMSOS/OTTERØY INSTALLASJON         | Norge | NO       | 7805       | NAMSOS               | Bøndernesvegen 2                           | NAMSOS          | 5007          |
| 992090006           | 974752948           | NTE ELEKTRO AS SNÅSA INSTALLASJON                  | Norge | NO       | 7760       | SNÅSA                |                                            | SNÅSA           | 5041          |
| 992090006           | 974752921           | NTE ELEKTRO AS STEINKJER INSTALLASJONS/STAB        | Norge | NO       | 7714       | STEINKJER            | Sjøfartsgata 3                             | STEINKJER       | 5006          |
| 992090006           | 974752867           | NTE ELEKTRO AS STJØRDAL INSTALLASJON               | Norge | NO       | 7503       | STJØRDAL             | Værnesgata 9                               | STJØRDAL        | 5035          |
| 992090006           | 984175140           | NTE ELEKTRO AS TRONDHEIM INSTALLASJON              | Norge | NO       | 7047       | TRONDHEIM            | Magnus Lagabøters veg 4                    | TRONDHEIM       | 5001          |
| 992090006           | 974752905           | NTE ELEKTRO AS VERDAL INSTALLASJON                 | Norge | NO       | 7653       | VERDAL               | Magnus den godes veg 7                     | VERDAL          | 5038          |
| 992090006           | 974752980           | NTE ELEKTRO AS YTRE NAMDAL INSTALLASJON            | Norge | NO       | 7970       | KOLVEREID            | Nye Ytre Namdal                            | NÆRØYSUND       | 5060          |
| 986673768           | 986673768           | NYMOE ELEKTRO AS                                   | Norge | NO       | 9514       | ALTA                 | Kleggveien 7                               | ALTA            | 5403          |
| 986673768           | 982847788           | NYMOE ELEKTRO AS                                   | Norge | NO       | 9514       | ALTA                 | Kleggveien 7                               | ALTA            | 5403          |
| 984799063           | 984799063           | NÆRBØ RØR OG ELEKTRO AS                            | Norge | NO       | 4365       | NÆRBØ                | Bjorhaugslettå 38                          | HÅ              | 1119          |
| 984799063           | 984878729           | NÆRBØ RØR OG ELEKTRO AS AVD ELEKTRO                | Norge | NO       | 4365       | NÆRBØ                | Bjorhaugslettå 38                          | HÅ              | 1119          |
| 984799063           | 971989653           | NÆRBØ RØR OG ELEKTRO AS AVD RØRLEGGERE             | Norge | NO       | 4365       | NÆRBØ                | Bjorhaugslettå 38                          | HÅ              | 1119          |
| 959743754           | 959743754           | NÆSS INSTALLASJON AS                               | Norge | NO       | 2050       | JESSHEIM             | Storgata 13                                | ULLENSAKER      | 3033          |
| 959743754           | 972246824           | NÆSS INSTALLASJON AS                               | Norge | NO       | 2050       | JESSHEIM             | Storgata 13                                | ULLENSAKER      | 3033          |
| 965089594           | 965089594           | O SOLBERG THOMSEN EFTF AUTORISERT INSTALLATØR AS   | Norge | NO       | 5309       | KLEPPESTØ            | Storebotn 12B                              | ASKØY           | 4627          |
| 965089594           | 971780924           | O SOLBERG THOMSEN EFTF AUTORISERT                  | Norge | NO       | 5309       | KLEPPESTØ            | Storebotn 12B                              | ASKØY           | 4627          |
| 998541298           | 998541298           | O. STABELL ELEKTRISKE AS                           | Norge | NO       | 0191       | OSLO                 | Schweigaards gate 34F                      | OSLO            | 0301          |
| 998541298           | 971771895           | O STABELL ELEKTRISKE AS                            | Norge | NO       | 0191       | OSLO                 | Schweigaards gate 34F                      | OSLO            | 0301          |
| 981112784           | 981112784           | OPDAHL OG PETTERSEN ELEKTRO AS                     | Norge | NO       | 9700       | LAKSELV              | Laatasveien 84                             | PORSANGER       | 5436          |
| 981112784           | 881159082           | OPDAHL OG PETTERSEN ELEKTRO AS                     | Norge | NO       | 9700       | LAKSELV              | Laatasveien 84                             | PORSANGER       | 5436          |
| 995954176           | 995954176           | PEC ELEKTRIKER'N AS                                | Norge | NO       | 3174       | REVETAL              | Industriveien 4                            | TØNSBERG        | 3803          |
| 995954176           | 996020401           | PEC ELEKTRIKER'N AS                                | Norge | NO       | 3174       | REVETAL              | Industriveien 4                            | TØNSBERG        | 3803          |
| 990688583           | 990688583           | PEC ELEKTRO SANDEFJORD AS                          | Norge | NO       | 3218       | SANDEFJORD           | Gjekstadveien 5                            | SANDEFJORD      | 3804          |
| 990688583           | 990734615           | PEC ELEKTRO SANDEFJORD AS                          | Norge | NO       | 3218       | SANDEFJORD           | Gjekstadveien 5                            | SANDEFJORD      | 3804          |
| 976027663           | 976027663           | PEC ELEKTRO TØNSBERG AS                            | Norge | NO       | 3117       | TØNSBERG             | Kilengaten 2                               | TØNSBERG        | 3803          |
| 976027663           | 976035194           | PEC ELEKTRO TØNSBERG AS                            | Norge | NO       | 3117       | TØNSBERG             | Kilengaten 2                               | TØNSBERG        | 3803          |
| 987751851           | 987751851           | PEDER BRENNE AS                                    | Norge | NO       | 8250       | ROGNAN               | Tømmerveien 5                              | SALTDAL         | 1840          |
| 987751851           | 972424870           | PEDER BRENNE AS AVD SALTDAL ELEKTRISK INSTALLASJON | Norge | NO       | 8250       | ROGNAN               | Tømmerveien 5                              | SALTDAL         | 1840          |
| 984052243           | 984052243           | PG INSTALLASJON AS                                 | Norge | NO       | 4137       | ÅRDAL I RYFYLKE      | Ryfylkevegen 5469                          | HJELMELAND      | 1133          |
| 984052243           | 984083653           | PG INSTALLASJON AS                                 | Norge | NO       | 4137       | ÅRDAL I RYFYLKE      | Ryfylkevegen 5469                          | HJELMELAND      | 1133          |
| 980958779           | 980958779           | PK SERVICE AS                                      | Norge | NO       | 7054       | RANHEIM              | Vikelvfaret 12                             | TRONDHEIM       | 5001          |
| 980958779           | 971912863           | PK SERVICE AS                                      | Norge | NO       | 7054       | RANHEIM              | Vikelvfaret 12                             | TRONDHEIM       | 5001          |
| 996341275           | 996341275           | PROFF ELEKTRO AS                                   | Norge | NO       | 7031       | TRONDHEIM            | Tempevegen 33                              | TRONDHEIM       | 5001          |
| 996341275           | 996349209           | PROFF ELEKTRO AS                                   | Norge | NO       | 7031       | TRONDHEIM            | Tempevegen 33                              | TRONDHEIM       | 5001          |
| 921625790           | 921625790           | RASMUSSEN ELEKTRO AS                               | Norge | NO       | 4050       | SOLA                 | Solakrossvegen 8                           | SOLA            | 1124          |
| 921625790           | 972135615           | RASMUSSEN ELEKTRO AS                               | Norge | NO       | 4050       | SOLA                 | Solakrossvegen 8                           | SOLA            | 1124          |
| 911950707           | 911950707           | RAUFOSS ELEKTRO AS                                 | Norge | NO       | 2830       | RAUFOSS              | Fabrikkvegen                               | VESTRE TOTEN    | 3443          |
| 911950707           | 992583304           | RAUFOSS ELEKTRO AS                                 | Norge | NO       | 2830       | RAUFOSS              | Raufoss Industripark                       | VESTRE TOTEN    | 3443          |
| 997985451           | 997985451           | RAULAND ELEKTRISKE AS                              | Norge | NO       | 3864       | RAULAND              | Juvlandsvegen 18                           | VINJE           | 3825          |
| 997985451           | 971755458           | RAULAND ELEKTRISKE AS                              | Norge | NO       | 3864       | RAULAND              | Juvlandsvegen 18                           | VINJE           | 3825          |
| 968808524           | 968808524           | MIFO RAUMA AS                                      | Norge | NO       | 6300       | ÅNDALSNES            | Nesgata 10                                 | RAUMA           | 1539          |
| 968808524           | 872385762           | MIFO RAUMA AS                                      | Norge | NO       | 6300       | ÅNDALSNES            | Nesgata 10                                 | RAUMA           | 1539          |
| 975925021           | 975925021           | REINFJORD ELEKTRO AS                               | Norge | NO       | 8920       | SØMNA                | Kystveien 149A                             | SØMNA           | 1812          |
| 975925021           | 975929531           | REINFJORD ELEKTRO AS                               | Norge | NO       | 8920       | SØMNA                | Kystveien 149A                             | SØMNA           | 1812          |
| 976098307           | 976098307           | REISETER INSTALLASJON AS                           | Norge | NO       | 5750       | ODDA                 | Røldalsvegen 18                            | ULLENSVANG      | 4618          |
| 976098307           | 971756152           | REISETER INSTALLASJON AS                           | Norge | NO       | 5750       | ODDA                 | Røldalsvegen 18                            | ULLENSVANG      | 4618          |
| 911948745           | 911948745           | RINGSAKER ELEKTRO AS                               | Norge | NO       | 2390       | MOELV                | Storgata 136                               | RINGSAKER       | 3411          |
| 911948745           | 971757213           | RINGSAKER ELEKTRO AS                               | Norge | NO       | 2390       | MOELV                | Storgata 136                               | RINGSAKER       | 3411          |
| 915420400           | 915420400           | RISSA KRAFTLAG SA                                  | Norge | NO       | 7100       | RISSA                | Ingen Adresse                              | INDRE FOSEN     | 5054          |
| 915420400           | 973179012           | RISSA KRAFTLAG SA AVD EL VERK                      | Norge | NO       | 7100       | RISSA                |                                            | INDRE FOSEN     | 5054          |
| 915420400           | 973179020           | RISSA KRAFTLAG SA AVD INSTALLASJON                 | Norge | NO       | 7100       | RISSA                |                                            | INDRE FOSEN     | 5054          |
| 982142601           | 982142601           | RJUKAN VVS & ELEKTRO AS                            | Norge | NO       | 3660       | RJUKAN               | Svaddevegen 147                            | TINN            | 3818          |
| 982142601           | 971902876           | RJUKAN VVS & ELEKTRO AS                            | Norge | NO       | 3660       | RJUKAN               | Svaddevegen 147                            | TINN            | 3818          |
| 987814136           | 987814136           | RYFYLKE ELEKTRO AS                                 | Norge | NO       | 4200       | SAUDA                | Kyrkjegata 10                              | SAUDA           | 1135          |
| 987814136           | 972315117           | RYFYLKE ELEKTRO AS                                 | Norge | NO       | 4200       | SAUDA                | Kyrkjegata 10                              | SAUDA           | 1135          |
| 983188524           | 983188524           | RØA ELEKTRISKE AS                                  | Norge | NO       | 0753       | OSLO                 | Aslakveien 14B                             | OSLO            | 0301          |
| 983188524           | 983210287           | RØA ELEKTRISKE AS                                  | Norge | NO       | 0753       | OSLO                 | Aslakveien 14B                             | OSLO            | 0301          |
| 976185935           | 976185935           | RÅDE ELEKTRO AS                                    | Norge | NO       | 1640       | RÅDE                 | Åkebergmosen 4                             | RÅDE            | 3017          |
| 976185935           | 972945986           | RÅDE ELEKTRO AS                                    | Norge | NO       | 1640       | RÅDE                 | Åkebergmosen 4                             | RÅDE            | 3017          |
| 981408020           | 981408020           | SARPSBORG ELINSTALLASJON AS                        | Norge | NO       | 1710       | SARPSBORG            | Vogts vei 1                                | SARPSBORG       | 3003          |
| 981408020           | 881440342           | SARPSBORG ELINSTALLASJON AS                        | Norge | NO       | 1710       | SARPSBORG            | Vogts vei 1                                | SARPSBORG       | 3003          |
| 915206557           | 915206557           | S B PETTERSEN ELEKTRO AS                           | Norge | NO       | 1184       | OSLO                 | Sandstuveien 60A                           | OSLO            | 0301          |
| 915206557           | 973103865           | S B PETTERSEN ELEKTRO AS                           | Norge | NO       | 1184       | OSLO                 | Sandstuveien 60A                           | OSLO            | 0301          |
| 983881858           | 983881858           | SEMI ELEKTRO AS                                    | Norge | NO       | 7714       | STEINKJER            | Fyrgata 3                                  | STEINKJER       | 5006          |
| 983881858           | 983888984           | SEMI ELEKTRO AS                                    | Norge | NO       | 7714       | STEINKJER            | Fyrgata 3                                  | STEINKJER       | 5006          |
| 953343339           | 953343339           | SINUS BRØNNØYSUND AS                               | Norge | NO       | 8900       | BRØNNØYSUND          | Storgata 2                                 | BRØNNØY         | 1813          |
| 953343339           | 972185833           | SINUS BRØNNØYSUND AS                               | Norge | NO       | 8900       | BRØNNØYSUND          | Storgata 2                                 | BRØNNØY         | 1813          |
| 996301559           | 996301559           | SINUS MOSJØEN AS                                   | Norge | NO       | 8656       | MOSJØEN              | Kirkegata 22                               | VEFSN           | 1824          |
| 996301559           | 895853402           | SINUS MOSJØEN AS                                   | Norge | NO       | 8656       | MOSJØEN              | Kirkegata 22                               | VEFSN           | 1824          |
| 930877425           | 930877425           | SINUS NESNA AS                                     | Norge | NO       | 8700       | NESNA                | Movegen 32                                 | NESNA           | 1828          |
| 930877425           | 971773103           | SINUS NESNA AS                                     | Norge | NO       | 8700       | NESNA                | Movegen 32                                 | NESNA           | 1828          |
| 984548621           | 984548621           | SINUS AS                                           | Norge | NO       | 8803       | SANDNESSJØEN         | Øyvind Lambes vei 1                        | ALSTAHAUG       | 1820          |
| 984548621           | 973104578           | SINUS AS                                           | Norge | NO       | 8803       | SANDNESSJØEN         | Øyvind Lambes vei 1                        | ALSTAHAUG       | 1820          |
| 996427544           | 996427544           | SITE SERVICE AS                                    | Norge | NO       | 1481       | HAGAN                | Industriveien 18                           | NITTEDAL        | 3031          |
| 996427544           | 915075169           | SITE SERVICE AS AVD BERGEN                         | Norge | NO       | 5035       | BERGEN               | Skuteviksbodene 1                          | BERGEN          | 4601          |
| 996427544           | 978671578           | SITE SERVICE AS AVD HARSTAD                        | Norge | NO       | 9402       | HARSTAD              | Høgda                                      | HARSTAD         | 5402          |
| 996427544           | 915074855           | SITE SERVICE AS AVD KRISTIANSAND                   | Norge | NO       | 4550       | FARSUND              | Hanangerveien 29                           | FARSUND         | 4206          |
| 996427544           | 915076408           | SITE SERVICE AS AVD LILLEHAMMER                    | Norge | NO       | 2653       | VESTRE GAUSDAL       | Vestringsvegen 486                         | GAUSDAL         | 3441          |
